종목코드,종가,gap
A014530,"[3311.0032940904293, 3317.256239118675, 3321.878428608179, 3325.895479271809, 3329.6718959293016, 3333.3321268266686, 3336.931834410255, 3340.4694812434414, 3344.010734291126, 3347.545441634332, 3351.1183005881803, 3354.6994801362353, 3358.2999192457646, 3361.8759937801706, 3365.443736920133]",1138.0645108940655
A014570,"[6320.0, 6320.0, 6320.0, 6320.0, 6320.0, 6320.0, 6320.0, 6320.0, 6320.0, 6320.0, 6320.0, 6320.0, 6320.0, 6320.0, 6320.0]",601.1412812544722
A014580,"[3978.834878787399, 4062.8083172390857, 4160.918692444762, 4273.097011079391, 4397.949352552494, 4535.3372835069895, 4685.109616527954, 4846.835703149438, 5021.312107875943, 5207.304447516799, 5404.973880216479, 5614.243194386363, 5834.886545270682, 6065.802697002888, 6307.613923902313]",19155.18045886103
A014620,"[7530.0, 7530.0, 7530.0, 7530.0, 7530.0, 7530.0, 7530.0, 7530.0, 7530.0, 7530.0, 7530.0, 7530.0, 7530.0, 7530.0, 7530.0]",16473.029108772767
A014680,"[166310.74103340507, 167344.27765756845, 168164.7205011298, 168856.00212216377, 169477.37359597036, 170053.58594935387, 170601.57077014443, 171130.85126162818, 171648.48945382982, 172159.058659027, 172664.75599445403, 173164.3339705964, 173661.74144639322, 174157.55902044472, 174649.3825924893]",5805.172340825485
A014710,"[4440.0, 4440.0, 4440.0, 4440.0, 4440.0, 4440.0, 4440.0, 4440.0, 4440.0, 4440.0, 4440.0, 4440.0, 4440.0, 4440.0, 4440.0]",5922.707416733518
A014790,"[2405.4963229522114, 2459.3155167177324, 2533.874456882477, 2621.3667508885264, 2717.160821966827, 2819.2679421976213, 2927.1966661810875, 3040.8812468498945, 3160.3267928510904, 3285.448448613286, 3416.279011696577, 3552.55319160223, 3694.02746771276, 3840.4198169261217, 3991.0789063125853]",203751.18713340664
A014820,"[37979.271579738706, 37997.66802895814, 38012.966448403895, 38026.45101646659, 38039.44940432673, 38052.58894026745, 38066.08067266876, 38079.695221942384, 38093.6485913815, 38107.5840499741, 38121.334045666736, 38135.097341868095, 38149.221238733735, 38163.54207710363, 38178.03730648942]",9804.505704247336
A014830,"[60268.326417462275, 60327.32871703183, 60382.70243393258, 60435.301712869354, 60485.61102128898, 60535.751856000476, 60584.55786414755, 60632.73292647054, 60680.07119035659, 60726.783820850156, 60772.958018034704, 60818.67513502948, 60864.449159186326, 60910.17853753642, 60955.827659244336]",6078.100157673023
A014910,"[1477.7138297756514, 1478.5922216065228, 1479.173383579279, 1479.6873610342545, 1480.1669889098655, 1480.6478115481634, 1481.1191397346558, 1481.5897651885946, 1482.0572299758596, 1482.5219287723303, 1482.981946937119, 1483.4373731538653, 1483.8880787976086, 1484.3337607663127, 1484.7723997415353]",209886.4393174222
A014940,"[2197.7087742090225, 2245.2390871445336, 2293.756971359253, 2343.398068745931, 2393.9269576470056, 2445.154270927111, 2497.0057966311774, 2549.458786845207, 2602.432279984156, 2655.854023297628, 2709.7866773605347, 2764.105147520701, 2818.8094224532447, 2873.8034747044244, 2929.003839890162]",101473.83383165732
A014970,"[4420.0, 4420.0, 4420.0, 4420.0, 4420.0, 4420.0, 4420.0, 4420.0, 4420.0, 4420.0, 4420.0, 4420.0, 4420.0, 4420.0, 4420.0]",112927.6183908164
A014990,"[540.7174009362857, 562.739441977938, 586.2532411654789, 611.2944639941056, 637.7938644995291, 665.6139183551073, 694.6605762133995, 724.8280698190133, 756.0917986730734, 788.3307906846205, 821.5666108916204, 855.6782435049613, 890.638299147288, 926.3841099868218, 962.8431199242672]",967068.3668309209
A015230,"[4082.6788199990992, 4131.860877692699, 4171.449928137164, 4204.821401792268, 4234.048185570787, 4260.310228258371, 4284.56441695119, 4307.4009142927825, 4329.220608556022, 4350.243958747014, 4370.756927751626, 4390.804285743585, 4410.446342624724, 4429.762199871863, 4448.724772159631]",12475.569903156817
A015260,"[1472.452948232492, 1474.8565667251746, 1476.652342854937, 1478.2178454796472, 1479.7555546984076, 1481.255974969268, 1482.6968067069847, 1484.0702575956782, 1485.3794900054731, 1486.65320554326, 1487.8463402420282, 1489.0636336639525, 1490.2225098187723, 1491.34650464952, 1492.4958227723837]",67255.96538979922
A015360,"[30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996, 30449.999999999996]",464.23424055977114
A015540,"[6410.0, 6410.0, 6410.0, 6410.0, 6410.0, 6410.0, 6410.0, 6410.0, 6410.0, 6410.0, 6410.0, 6410.0, 6410.0, 6410.0, 6410.0]",2.2522157849946804
A015590,"[309.0, 309.0, 309.0, 309.0, 309.0, 309.0, 309.0, 309.0, 309.0, 309.0, 309.0, 309.0, 309.0, 309.0, 309.0]",5931.002930043876
A015710,"[3701.3673423975706, 3734.1968840360646, 3769.498551860452, 3807.558186873794, 3848.6401797086005, 3892.9017638415103, 3940.1699800044303, 3990.474520251155, 4043.7914873659615, 4100.075066387653, 4159.420446008444, 4221.79691694677, 4287.153538390995, 4355.500717833639, 4426.785672456026]",28981.353593667223
A015750,"[3952.3559669405226, 3952.9140756523702, 3953.837960142798, 3954.772088873433, 3955.7420749147423, 3956.602965327911, 3957.425213684328, 3958.2095429759165, 3958.9597846334805, 3959.7410262857256, 3960.456056536253, 3961.1105545947794, 3961.783104441905, 3962.4626329758516, 3963.127811648883]",111043.47168472387
A015760,"[16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0, 16650.0]",20972.88859796313
A015860,"[3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005, 3730.0000000000005]",2969.209156109988
A015890,"[5801.0015642642975, 5881.69307589531, 5969.786265691121, 6066.618046760559, 6172.83680677414, 6287.048365275065, 6409.941635131836, 6540.755693117778, 6679.528166453044, 6825.528506437938, 6978.688917954763, 7138.394792079926, 7304.574335416159, 7476.909204324087, 7655.3855236371355]",51142.25872421271
A016090,"[1915.0, 1915.0, 1915.0, 1915.0, 1915.0, 1915.0, 1915.0, 1915.0, 1915.0, 1915.0, 1915.0, 1915.0, 1915.0, 1915.0, 1915.0]",140414.34796143117
A016100,"[1942.4981587330499, 1953.702465812365, 1961.5299216558535, 1968.03225336348, 1973.973993146171, 1979.6588183852532, 1985.1569662975767, 1990.5131051130593, 1995.7311915556588, 2000.8771495583158, 2005.9470038414, 2010.9505961872635, 2015.8863977541525, 2020.7358987145126, 2025.5104154807825]",78907.33601928063
A016250,"[23900.248022079468, 24045.377202033997, 24144.844391345978, 24230.506908893585, 24311.332716941833, 24389.852522611618, 24467.4274790287, 24545.089138746258, 24622.667177915573, 24700.284838676453, 24778.445736169815, 24856.572297811505, 24934.761322736736, 25013.226157426834, 25091.796921491623]",1027.6911372738514
A016360,"[30300.0, 30300.0, 30300.0, 30300.0, 30300.0, 30300.0, 30300.0, 30300.0, 30300.0, 30300.0, 30300.0, 30300.0, 30300.0, 30300.0, 30300.0]",4968.035414301329
A016380,"[7150.0, 7150.0, 7150.0, 7150.0, 7150.0, 7150.0, 7150.0, 7150.0, 7150.0, 7150.0, 7150.0, 7150.0, 7150.0, 7150.0, 7150.0]",53490.383663786815
A016450,"[4020.0, 4020.0, 4020.0, 4020.0, 4020.0, 4020.0, 4020.0, 4020.0, 4020.0, 4020.0, 4020.0, 4020.0, 4020.0, 4020.0, 4020.0]",167291.22708264473
A016580,"[15942.250684482355, 15949.954249454042, 15958.330007014796, 15967.359138325477, 15977.32720872263, 15988.23284497919, 16000.051085570205, 16012.557058500746, 16025.932551853359, 16040.203678448994, 16055.115063354993, 16070.73822831859, 16087.063135191796, 16104.067187273873, 16121.707959124198]",6260.161362926971
A016590,"[6436.63485382994, 6825.815066235761, 7078.79054946204, 7281.246889584387, 7464.219698067755, 7636.766772409901, 7803.683440393458, 7969.033257756382, 8131.914671768124, 8289.925813054046, 8446.29774308453, 8602.85926683185, 8756.700327427438, 8906.602357663214, 9052.12929139224]",171997.9555527
A016600,"[347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994, 347.99999999999994]",9257.671469657467
A016610,"[3986.535835166773, 3989.7657486697044, 3992.2119901770106, 3994.421226723741, 3996.470527446519, 3998.565742424379, 4000.592793898657, 4002.5985492157442, 4004.560133847098, 4006.5140522799147, 4008.4631246800227, 4010.409116418412, 4012.3479584548627, 4014.2886428423235, 4016.2085703822477]",5519.473504698225
A016710,"[19445.975748561323, 19569.236343574397, 19644.644230114292, 19706.5821177351, 19761.041033631813, 19813.857270783745, 19865.8718539911, 19917.66816678379, 19971.54234668845, 20023.011907948956, 20074.02496249632, 20122.504685703043, 20169.463796792395, 20214.68730779194, 20258.14727089259]",5860.09534258057
A016740,"[2228.871571291238, 2234.379532836999, 2238.056883166234, 2241.283050849723, 2244.420647139816, 2247.5000259101703, 2250.55211943031, 2253.634802257797, 2256.7247985368595, 2259.7449514153413, 2262.751652493918, 2265.730162522135, 2268.682386309995, 2271.6068896395154, 2274.457453435287]",79406.86684656385
A016790,"[12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0]",150316.29543983098
A016800,"[26605.538201332092, 26681.988572478294, 26744.479477504887, 26800.461478183664, 26853.157967006166, 26904.110062991578, 26954.085432315864, 27003.500633239746, 27053.355269432068, 27103.43570721646, 27153.72248234848, 27204.448871786393, 27255.779676189024, 27307.503372753657, 27359.513566816844]",537.1650177150674
A016880,"[1045.0, 1045.0, 1045.0, 1045.0, 1045.0, 1045.0, 1045.0, 1045.0, 1045.0, 1045.0, 1045.0, 1045.0, 1045.0, 1045.0, 1045.0]",116264.67992595317
A017000,"[4090.6976962884273, 4143.921396096548, 4202.88828253746, 4268.194141109784, 4339.703566511473, 4416.9535713990535, 4499.454583485922, 4586.7595729033155, 4678.496220270793, 4774.305296182633, 4873.918130715688, 4977.1099234422045, 5083.693451563518, 5193.517616271973, 5306.501534541449]",84571.82980550257
A017040,"[1913.702718545993, 1929.2772637307644, 1943.883343289296, 1958.3236373166244, 1972.688854361574, 1987.212621514996, 2001.9600783487163, 2016.9053191194932, 2032.373458519578, 2047.7730772147577, 2063.4983303447566, 2079.46515656511, 2095.606232936184, 2111.9008561919136, 2128.380352889498]",278349.768239342
A017180,"[2282.0487162936483, 2286.328706406057, 2289.5014109974727, 2292.1475937543437, 2294.5497139450167, 2296.8049736786634, 2298.9831438614056, 2301.1283246893436, 2303.254396105185, 2305.3572360426188, 2307.456037687371, 2309.548785425723, 2311.629533229862, 2313.7090634368365, 2315.781793314964]",37967.76836384928
A017370,"[1993.9122809817393, 1998.2122515998783, 2000.8825064826135, 2003.0744521077725, 2005.0877484358693, 2007.0872488411453, 2009.0234939535924, 2010.8986270318276, 2012.7720958444602, 2014.5859420717072, 2016.3751332761412, 2018.109840633891, 2019.796678307544, 2021.4467792134576, 2023.0815079580839]",619439.2858822568
A017390,"[83627.13418386875, 83972.88091340412, 84188.32024435824, 84370.86831887407, 84543.44462597431, 84707.3428370788, 84865.00720518641, 85015.65120209474, 85158.74618098915, 85301.11924601097, 85438.24074821391, 85571.86628838224, 85701.0205039863, 85826.08715302311, 85947.78311481854]",28928.02464411353
A017480,"[4582.418539444606, 4646.163968801498, 4713.166696866354, 4783.72575823466, 4857.566894054413, 4934.638490994772, 5014.791431427002, 5097.938901265462, 5184.1060609817505, 5272.9868089358015, 5364.599133968353, 5458.8987736701965, 5555.872131824494, 5655.307436148325, 5757.114055156708]",861.2520831216356
A017510,"[2842.706500036021, 2851.6718738116324, 2857.664071201036, 2862.5785505023478, 2867.1328782072915, 2871.5856882762164, 2875.972839544838, 2880.3925866683326, 2884.906639742355, 2889.3672566013415, 2893.8673240297167, 2898.334476027017, 2902.80313666258, 2907.2815493047237, 2911.714752352797]",431.3523462692384
A017550,"[2308.1108646293483, 2354.8737205863, 2411.793959518274, 2477.785132507483, 2551.361867715915, 2631.5300241808095, 2718.015324572722, 2810.54213710626, 2909.0671459237733, 3013.397810359796, 3123.5121858517327, 3239.3301634589834, 3360.7497431437178, 3487.4408416152, 3619.04267458121]",631497.8914460896
A017650,"[7691.126809937879, 7691.36174273491, 7691.704071611166, 7691.927287349477, 7692.183071183041, 7692.3824198488155, 7692.581816069783, 7692.765268454328, 7692.9393278993675, 7693.127011794597, 7693.301705233754, 7693.42089657858, 7693.473609143869, 7693.462612850592, 7693.4455921482295]",369.6773300196906
A017670,"[46297.99915313721, 47458.498701651886, 48291.1409175396, 48988.071094353996, 49625.061989227936, 50219.83171006044, 50796.66881283124, 51364.22846794128, 51924.48449254036, 52475.450824598476, 53022.46310323477, 53564.892955720425, 54102.03812648852, 54633.41583281755, 55158.88190517823]",32556.970052990262
A017800,"[22031.11928872764, 22120.566054284573, 22182.40678783506, 22232.38657818176, 22277.524819513783, 22320.326941506934, 22362.523689707738, 22403.993785409257, 22445.896534388885, 22487.288297545165, 22529.216096429154, 22571.06443707831, 22612.91665142402, 22654.839974036437, 22696.849080817774]",1374.5706241796674
A017810,"[9860.0, 9860.0, 9860.0, 9860.0, 9860.0, 9860.0, 9860.0, 9860.0, 9860.0, 9860.0, 9860.0, 9860.0, 9860.0, 9860.0, 9860.0]",2272.675520693826
A017890,"[9362.198904742798, 9393.59938208759, 9426.402615790566, 9461.32140321533, 9498.567879075805, 9538.23083981375, 9580.39846666654, 9624.942528883617, 9671.821449145677, 9720.784708067775, 9772.127729122838, 9825.521246766051, 9880.943708434701, 9938.290646011632, 9997.468425974252]",130434.18314980353
A017900,"[1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0, 1985.0]",694.9920861764243
A017940,"[42150.0, 42161.0008897353, 42169.89922421363, 42177.74964923349, 42185.22321774779, 42192.71771299497, 42200.06945422074, 42207.436341120236, 42214.86315310932, 42222.27745485492, 42230.0396270855, 42238.04088258805, 42245.99481640228, 42254.00237277809, 42261.8472283675]",9941.844463634216
A017960,"[9376.580174922943, 9431.982427597046, 9494.354062080383, 9562.649724006653, 9636.117890834807, 9713.973594665527, 9796.032969474792, 9881.894787788391, 9971.61425113678, 10064.800783157349, 10161.35347366333, 10261.052978515625, 10364.067946434021, 10470.248814582825, 10579.083027839659]",77506.30796229957
A018000,"[1395.0, 1395.0, 1395.0, 1395.0, 1395.0, 1395.0, 1395.0, 1395.0, 1395.0, 1395.0, 1395.0, 1395.0, 1395.0, 1395.0, 1395.0]",4772.219518552766
A018120,"[16807.61569141845, 16845.401515785605, 16871.65263582021, 16893.653710534174, 16914.163037935894, 16933.937031852704, 16953.404586272936, 16972.781603436917, 16992.114053414516, 17011.40313400204, 17030.624839092296, 17049.796618548535, 17068.97856727367, 17088.14019709701, 17107.269558418542]",1135.7750502666245
A018250,"[10766.956730661914, 10779.073360074932, 10790.726473455627, 10802.863311509911, 10815.040627120372, 10827.656147343416, 10840.406361022033, 10853.329475210048, 10866.744941980578, 10880.712124436783, 10895.163526044538, 10909.950439433256, 10925.159366646161, 10940.828541070223, 10957.055677987324]",45218.869733093765
A018260,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0]",3004.021588169541
A018290,"[4789.341042861342, 4816.448699913919, 4845.56829983741, 4876.304318204522, 4908.58539108187, 4942.42949141562, 4978.016951926053, 5015.3060359582305, 5054.35067795217, 5094.978993408382, 5137.228030726314, 5181.146378226578, 5226.64000557363, 5273.7925394922495, 5322.533240109682]",2666.2530892656
A018310,"[12800.0, 12800.0, 12800.0, 12800.0, 12800.0, 12800.0, 12800.0, 12800.0, 12800.0, 12800.0, 12800.0, 12800.0, 12800.0, 12800.0, 12800.0]",17024.27169567503
A018470,"[931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001, 931.0000000000001]",59826.768281629484
A018500,"[766.0, 766.0, 766.0, 766.0, 766.0, 766.0, 766.0, 766.0, 766.0, 766.0, 766.0, 766.0, 766.0, 766.0, 766.0]",5004.0455491271705
A018620,"[1372.0, 1372.0, 1372.0, 1372.0, 1372.0, 1372.0, 1372.0, 1372.0, 1372.0, 1372.0, 1372.0, 1372.0, 1372.0, 1372.0, 1372.0]",1015.6633356906971
A018670,"[100500.0, 100500.0, 100500.0, 100500.0, 100500.0, 100500.0, 100500.0, 100500.0, 100500.0, 100500.0, 100500.0, 100500.0, 100500.0, 100500.0, 100500.0]",3205.1293938871045
A018680,"[3715.0, 3715.0, 3715.0, 3715.0, 3715.0, 3715.0, 3715.0, 3715.0, 3715.0, 3715.0, 3715.0, 3715.0, 3715.0, 3715.0, 3715.0]",139991.20398193097
A018700,"[2232.794182538986, 2237.358812779188, 2240.5462225303054, 2243.573922406882, 2246.516982482125, 2249.2900339153907, 2251.993086063613, 2254.454316895455, 2256.879230570048, 2259.080866234998, 2261.278232927124, 2263.3162226726613, 2265.2906760027013, 2267.2025936196246, 2269.055514689535]",16336.14744091237
A018880,"[7220.128549379608, 7224.818388685584, 7228.019558256492, 7230.895883073099, 7233.682692668091, 7236.455611227081, 7239.236433437405, 7241.990993800573, 7244.726264746239, 7247.419761392599, 7250.111629469631, 7252.804115685945, 7255.466423166606, 7258.129504411792, 7260.788257460731]",11568.282790552586
A019010,"[1931.8318350315094, 1932.6517466679215, 1933.191285656765, 1933.6289107948544, 1934.0231245374307, 1934.4005007334054, 1934.7756518088281, 1935.142783563584, 1935.5012710243464, 1935.85161126405, 1936.2034595031291, 1936.5477475626394, 1936.8908096719533, 1937.226369776763, 1937.560384809971]",1082.4385287843988
A019170,"[16510.0, 16510.0, 16510.0, 16510.0, 16510.0, 16510.0, 16510.0, 16510.0, 16510.0, 16510.0, 16510.0, 16510.0, 16510.0, 16510.0, 16510.0]",2871.822329653455
A019180,"[2650.0, 2650.0, 2650.0, 2650.0, 2650.0, 2650.0, 2650.0, 2650.0, 2650.0, 2650.0, 2650.0, 2650.0, 2650.0, 2650.0, 2650.0]",2951.090641195187
A019210,"[5440.0, 5440.0, 5440.0, 5440.0, 5440.0, 5440.0, 5440.0, 5440.0, 5440.0, 5440.0, 5440.0, 5440.0, 5440.0, 5440.0, 5440.0]",10217.334926295882
A019440,"[13300.0, 13300.0, 13300.0, 13300.0, 13300.0, 13300.0, 13300.0, 13300.0, 13300.0, 13300.0, 13300.0, 13300.0, 13300.0, 13300.0, 13300.0]",5295.127532409765
A019540,"[2175.0, 2175.0, 2175.0, 2175.0, 2175.0, 2175.0, 2175.0, 2175.0, 2175.0, 2175.0, 2175.0, 2175.0, 2175.0, 2175.0, 2175.0]",659.561163989594
A019550,"[956.116451070706, 960.0531875275075, 963.0014923561365, 965.6372553187113, 968.1829674198602, 970.7009616139035, 973.2433735664313, 975.7722792977466, 978.3657962760577, 980.9304493116215, 983.521109726342, 986.1019029360887, 988.6573634017259, 991.2283327229943, 993.7965525232256]",254625.79636262785
A019570,"[351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0, 351.0]",129326.60108613437
A019590,"[723.0, 723.0, 723.0, 723.0, 723.0, 723.0, 723.0, 723.0, 723.0, 723.0, 723.0, 723.0, 723.0, 723.0, 723.0]",75803.97978514791
A019660,"[1373.0, 1373.0, 1373.0, 1373.0, 1373.0, 1373.0, 1373.0, 1373.0, 1373.0, 1373.0, 1373.0, 1373.0, 1373.0, 1373.0, 1373.0]",22883.63606070914
A019680,"[2182.7045356705785, 2193.005870488783, 2200.689557545508, 2207.2728815637533, 2213.2791336386776, 2218.9929674050463, 2224.5746041586003, 2230.0925747904307, 2235.604787016598, 2241.0951028416557, 2246.6012746160854, 2252.1319078976912, 2257.656098465125, 2263.1820607526847, 2268.709289935728]",12268.022392581286
A019770,"[3866.423178881407, 3928.5807863076525, 3981.652861565351, 4029.4406941831107, 4073.865108969311, 4115.787888335685, 4156.033065530161, 4195.066944718361, 4233.240698469182, 4270.525794809063, 4307.279884946843, 4343.597074642777, 4379.447276617089, 4414.948295040676, 4450.15681747223]",194405.61593083653
A019990,"[7209.541704714299, 7228.626278139652, 7242.6391441685455, 7254.596329971528, 7265.570546950524, 7275.72273040656, 7285.481781934078, 7294.895469968517, 7304.24762327286, 7313.380655541085, 7322.306117285974, 7331.11810758058, 7339.7978887188565, 7348.392479886612, 7356.976213399941]",3795.825034523544
A020000,"[24250.0, 24250.0, 24250.0, 24250.0, 24250.0, 24250.0, 24250.0, 24250.0, 24250.0, 24250.0, 24250.0, 24250.0, 24250.0, 24250.0, 24250.0]",1296.3308607063816
A020120,"[6001.7355843726555, 6007.393012984656, 6010.946084471419, 6014.107948603109, 6017.065905211029, 6019.947175415233, 6022.958777550143, 6026.087601671461, 6029.321643370669, 6032.598687627819, 6035.972060637083, 6039.303750772029, 6042.635668774601, 6046.018783224281, 6049.332064001356]",6466.36429598618
A020150,"[51196.33873383204, 51419.06501869361, 51575.70739625643, 51704.77256930744, 51821.52639426292, 51932.20978593454, 52041.19252578666, 52148.79092104732, 52256.497698413834, 52363.99072401846, 52472.10933686545, 52579.79398071145, 52687.93995893871, 52796.89123603826, 52905.484764073044]",23003.76269746712
A020560,"[10350.0, 10350.0, 10350.0, 10350.0, 10350.0, 10350.0, 10350.0, 10350.0, 10350.0, 10350.0, 10350.0, 10350.0, 10350.0, 10350.0, 10350.0]",7793.16638457342
A020710,"[4151.973420768976, 4169.624940186739, 4182.082432183127, 4192.614461460461, 4202.274917642276, 4211.397792560359, 4220.241020221263, 4228.782012992849, 4237.229634442678, 4245.347681265324, 4253.473987001926, 4261.484079824139, 4269.422958634794, 4277.310392995675, 4285.1467036989825]",43295.63850381526
A020760,"[977.0, 977.0, 977.0, 977.0, 977.0, 977.0, 977.0, 977.0, 977.0, 977.0, 977.0, 977.0, 977.0, 977.0, 977.0]",233740.64850862254
A021050,"[1120.6007428809535, 1121.1183942849748, 1121.4586896998808, 1121.7523633581586, 1122.026681332849, 1122.268286913517, 1122.4883347205468, 1122.7058050928754, 1122.9289890594664, 1123.1550908031058, 1123.3931235903874, 1123.6352975953487, 1123.88143649447, 1124.1277246992686, 1124.3728882570867]",2064.3183221509726
A021080,"[2400.0, 2400.0, 2400.0, 2400.0, 2400.0, 2400.0, 2400.0, 2400.0, 2400.0, 2400.0, 2400.0, 2400.0, 2400.0, 2400.0, 2400.0]",148866.429662666
A021240,"[48080.65748921285, 48199.65072307736, 48308.3097016563, 48411.345829839505, 48509.65121818706, 48603.96907798945, 48695.70623211562, 48785.502393028386, 48873.975333664566, 48961.58124944195, 49049.0473450534, 49136.38315257306, 49223.46614349012, 49310.995285697274, 49398.63329837099]",5435.204905420582
A021320,"[5470.0, 5470.0, 5470.0, 5470.0, 5470.0, 5470.0, 5470.0, 5470.0, 5470.0, 5470.0, 5470.0, 5470.0, 5470.0, 5470.0, 5470.0]",1651.8406651182477
A021650,"[2259.7522880733013, 2271.8056160708265, 2280.555247185131, 2287.6103855048614, 2293.7347951990864, 2299.3885584386685, 2304.716146553556, 2309.886434759944, 2315.056900542229, 2320.0957551002502, 2325.1032900127275, 2330.0374391935766, 2334.963759136697, 2339.8185081792376, 2344.6176104868455]",336.75053856056803
A021820,"[5995.234244130553, 5996.799620116751, 5997.928607716846, 5999.002686284172, 6000.0751028442755, 6001.128403241747, 6002.185663729906, 6003.235666193068, 6004.291563152025, 6005.327632518796, 6006.3467543680845, 6007.338842856698, 6008.33862118423, 6009.325280818157, 6010.307619233306]",1281.1670531244292
A021880,"[312.56958571076393, 315.0689695775509, 316.99447145313025, 318.5779457837343, 319.9762507863343, 321.2606638483703, 322.4758802168071, 323.6513373311609, 324.79860050417483, 325.92947298660874, 327.0550655927509, 328.1784856542945, 329.2952808085829, 330.40953682921827, 331.5213125795126]",1935395.4339676714
A022100,"[4995.0, 4995.0, 4995.0, 4995.0, 4995.1111046654505, 4995.208813272945, 4995.303975645477, 4995.352379615356, 4995.389364516314, 4995.40027825968, 4995.403443210492, 4995.404366788052, 4995.404635807538, 4995.404713181783, 4995.4047371229535]",18421.841603987006
A022220,"[1297.0694400941331, 1299.3716858128705, 1301.5489699381092, 1303.709979272758, 1305.9148502992466, 1308.1654240315158, 1310.458055999751, 1312.7934991484506, 1315.1427364721894, 1317.5194868069764, 1319.900849762683, 1322.308955844802, 1324.7550667893763, 1327.2030442695443, 1329.679493104418]",1415.197315775078
A023000,"[2290.0, 2290.048213552752, 2290.0813648204103, 2290.0986942090094, 2290.1154519331367, 2290.1342706610258, 2290.154013126788, 2290.175359615969, 2290.201736926222, 2290.2284277560348, 2290.2552070188053, 2290.281644183997, 2290.307625002582, 2290.333008391074, 2290.3584466954635]",17869.86535453663
A023150,"[7152.249581644933, 7246.100781540076, 7365.994913349548, 7514.426177740097, 7689.911312947671, 7889.363184034824, 8109.9695114394035, 8349.660590906939, 8606.855334679285, 8880.531764159601, 9170.345365703106, 9475.50613182783, 9795.829294363657, 10130.39129670461, 10478.323386440676]",18247.11712890932
A023160,"[9542.948189616203, 9550.881056845188, 9556.166133478284, 9560.865408152342, 9565.328033916652, 9569.592690572143, 9573.738086894155, 9577.774243503809, 9581.72024847567, 9585.424014300108, 9589.016594491899, 9592.511642567813, 9595.969386458397, 9599.294704504311, 9602.534856580198]",18087.2677421221
A023350,"[5710.0, 5710.0, 5710.0, 5710.0, 5710.0, 5710.0, 5710.0, 5710.0, 5710.0, 5710.0, 5710.0, 5710.0, 5710.0, 5710.0, 5710.0]",1438.336302857908
A023410,"[3242.284818306565, 3273.326272750894, 3308.6297129988666, 3348.466803918282, 3392.747501557072, 3441.1014314840236, 3493.459233701229, 3549.312858218948, 3608.769074613849, 3671.272195438544, 3737.131912440061, 3805.7577967345715, 3877.3671848972635, 3951.8074135482307, 4028.8985381374755]",61402.84185901321
A023440,"[1610.0, 1610.0, 1610.0, 1610.0, 1610.0, 1610.0, 1610.0, 1610.0, 1610.0, 1610.0, 1610.0, 1610.0, 1610.0, 1610.0, 1610.0]",392111.64612900687
A023450,"[39650.0, 39650.0, 39650.0, 39650.0, 39650.0, 39650.0, 39650.0, 39650.0, 39650.0, 39650.0, 39650.0, 39650.0, 39650.0, 39650.0, 39650.0]",717.0185363315985
A023460,"[1689.6712226867676, 1699.1221595803897, 1705.744745274385, 1711.3128657440345, 1716.4558773040774, 1721.3486970067027, 1726.0981158862514, 1730.7808339248102, 1735.3880989750228, 1739.8794261614482, 1744.2851341267428, 1748.5932213664057, 1752.8144832998516, 1756.9380843192341, 1760.9786170025666]",540.1063692605342
A023530,"[76680.67090501389, 76857.57383808494, 77084.52565963069, 77353.45135057966, 77657.41202975312, 77990.15683819851, 78348.29157620668, 78730.28766810894, 79135.45257806778, 79561.87751124303, 80011.2730362018, 80480.17461061478, 80967.205264469, 81471.77232633035, 81993.35673689842]",12507.598671455224
