,종가
278,"[6099.999999999999, 6099.999999999999, 6600.683659315109, 6605.982118379324, 6590.086079016327, 6817.632773816585, 6745.949373897165, 7253.779451539739, 7580.221157968044, 7208.584593906998, 7351.207270249724, 7602.793075200169, 7373.827333152294, 8371.482577770948, 7736.05681091547]"
279,"[5980.0, 5980.0, 5980.0, 5980.0, 6027.273763895035, 6124.829935133457, 6173.260224863887, 6189.259427785873, 6127.558479696513, 6130.979266479612, 6120.531311690808, 6084.150141119958, 6119.758487403393, 5993.317955508828, 5990.061011757702]"
280,"[11574.069461474815, 11890.270933260519, 11947.336924324432, 12002.25470388929, 11943.051857935885, 11900.076641328633, 11879.291402641684, 11876.240821974352, 11886.583429280046, 11866.087641081927, 11946.325911721215, 12081.237161066383, 12657.461695751408, 12845.526114044089, 13388.794528320432]"
281,"[4837.629205842192, 4838.814894622192, 5105.619460235661, 5092.131143435836, 5548.8947504355265, 5651.600936024139, 5683.265648370919, 5542.144239152549, 6291.2890659024315, 5828.479155370344, 6166.073343937751, 6166.927155433223, 6243.4701298169475, 6571.582908470494, 5916.42603725971]"
282,"[9910.0, 9964.302267531553, 9964.31184232235, 10144.931259771187, 10138.292069127163, 10151.716788391272, 10180.314225013057, 10174.272998198867, 10430.499903301397, 10332.637384653091, 10385.454902565727, 10289.826490436602, 10617.933099190393, 10279.919228573639, 10564.594189604124]"
283,"[3184.9999999999995, 3184.9999999999995, 3188.848788080737, 3241.4196518420554, 3275.6419872504966, 3283.5658557244265, 3294.0677307325723, 3297.0500991939716, 3323.526323279676, 3455.905058873817, 3491.04523597192, 3440.7722140715146, 3531.2136375078308, 3591.0226707123215, 3611.091753227636]"
284,"[18638.32936733961, 18752.8938010335, 18889.597925543785, 18922.049245983362, 18924.552995897833, 18924.731882475317, 18919.775554165244, 18921.944209560756, 18918.251383304596, 18908.25295187533, 18926.790419220928, 18915.498394705355, 18928.414887934923, 19021.45546320826, 19095.377652160827]"
285,"[24010.608758231007, 24022.27841283505, 24114.258889853954, 24085.231241372727, 24254.847728312016, 24150.364650040865, 24225.846352229513, 24255.30391725401, 24755.26744109889, 24731.81855092446, 24270.250152815133, 24529.167829320457, 24837.866769793134, 24360.34998391134, 24894.980413857847]"
286,"[999.0, 1054.3967067201932, 1054.7456837058066, 1053.2258694609006, 1063.234601786236, 1116.8588338447114, 1125.395337991913, 1110.9946909615148, 1118.1131409580507, 1174.812377623717, 1176.0986056367556, 1198.471767371893, 1195.258471425871, 1286.5603635877371, 1294.1184914199637]"
287,"[235.79381592571735, 244.0174488350749, 254.8159217685461, 281.05770229796565, 302.6411378458142, 314.40271284182865, 329.5582683409254, 352.6622198844949, 369.1396643668413, 378.9698353782296, 393.58062683045864, 415.36419768879813, 426.92847527811927, 438.55711764345557, 457.1971887896458]"
288,"[39580.11851608753, 40206.892602940396, 40353.72940828402, 40396.231399948396, 40690.28041024382, 41542.30715448037, 41762.42105325373, 42197.270430748664, 42744.58179133012, 43293.71198604504, 43976.75397029767, 44428.14969019344, 44454.97922832766, 44698.179119676344, 44709.81910253371]"
289,"[1735.0, 1735.0, 1735.0, 1735.0, 1735.0, 1748.0903933793304, 1744.7670503109694, 1745.008409305165, 1745.8861148034534, 1745.9405345916748, 1745.4527651188546, 1744.8240957046703, 1744.5753729594094, 1750.3223486063457, 1747.6519220372043]"
290,"[1875.0, 1875.9952317690477, 1876.5101254172623, 1875.3596331803128, 1875.3944187951274, 1875.9510164894166, 1875.975779757835, 1875.7901377882808, 1876.008842881769, 1876.1366027444603, 1875.7985873082653, 1876.1349499449134, 1875.538350163959, 1876.0729894330725, 1875.800041283481]"
291,"[420000.0, 421940.1447927579, 422083.03023036564, 422191.9772971421, 423734.5699394121, 423484.04372930527, 423257.8383445739, 425048.30572605133, 425137.61729002, 425401.4562606811, 426962.1704876423, 426595.9026366472, 426520.5581456423, 428719.3396475166, 428644.68197226524]"
292,"[8389.270289421082, 8392.216266222298, 8489.923045247793, 8486.733154594898, 8515.436474822462, 8564.532542213798, 8526.741375260055, 8579.94795999676, 8544.881231695414, 8532.786415439099, 8495.148771725595, 8614.630368482322, 8708.768013253808, 8623.81066839397, 8710.996129110456]"
293,"[37850.0, 37850.0, 37850.0, 37850.0, 37901.91881759092, 38213.86187653989, 38155.64282303676, 38076.88341476023, 39188.58444392681, 39186.00237593055, 39188.97864185274, 39863.4499296546, 39686.10292561353, 39682.68374092877, 39617.544629983604]"
294,"[5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5400.0]"
295,"[10294.152651627859, 10300.710362101594, 10300.580035914976, 10306.20676653087, 10575.404906705022, 10575.058688407142, 10613.700482899943, 10537.655958433947, 10555.904701208074, 10568.941030169526, 10551.420475706456, 10576.849114154775, 10677.867940942446, 10819.631454755861, 10555.850321650505]"
296,"[575.7449480687578, 637.9254766692718, 636.3680098295212, 636.3382233746349, 720.4032567008087, 719.203044399557, 720.0949613091847, 804.8482528467973, 814.5246829532086, 818.9302498544255, 882.2373936598499, 889.796726792554, 890.6481721114989, 948.2637473565836, 963.3828065752983]"
297,"[2448.286910146475, 2504.583552032709, 2532.884819567203, 2536.1568965017796, 2534.9987917244434, 2534.3942437171936, 2555.373425066471, 2555.499479353428, 2553.8912295103073, 2559.911094635725, 2559.1154013574123, 2554.056957811117, 2555.840620547533, 2556.6958153545856, 2566.9448011294007]"
298,"[39381.28618657589, 40419.935782551765, 41203.28188300133, 42243.20625782013, 43522.11405575276, 44853.46516877413, 45830.12732386589, 46766.98827058077, 47684.73567247391, 48384.12875548005, 49555.51744773984, 50469.533713161945, 52216.11307755113, 54127.164205908775, 55888.56424897909]"
299,"[16200.0, 16796.619840463, 17288.517479101814, 17852.936546007793, 18734.871069590252, 19050.62696735064, 19323.886649807293, 19984.891403714813, 20745.048159360886, 21059.914749860764, 21625.397686163582, 21905.58149913947, 22720.701976617176, 23046.390231450398, 23729.375168681145]"
300,"[6230.813240210216, 6328.714490135511, 6343.213054115574, 6345.285302191973, 6514.232298076153, 6644.983725965023, 6660.229106083513, 6655.145989785592, 6854.025126407544, 6955.341288884481, 6963.01284712553, 6970.9479114338765, 7164.692699566484, 7301.983748808503, 7271.18106584251]"
301,"[2665.0, 2682.723498505851, 2682.723498505851, 2705.4145964607596, 2737.153312203785, 2817.189385709663, 2905.487342196206, 2962.6156946395836, 3032.6512056464953, 3090.2165709907813, 3147.6085259790225, 3183.3819542105, 3252.143504269421, 3277.257753399511, 3354.069121437768]"
302,"[3371.675081291546, 3359.9999999999995, 3462.3298504985864, 3413.0177727408004, 3890.872210490362, 3651.1533980717254, 3943.6188645767593, 4130.217162802815, 4044.9116968177254, 4340.370034580429, 3833.597237163223, 4654.895428809026, 4201.613250107815, 4340.5299912542105, 4755.291273929179]"
303,"[6800.0, 6800.0, 6800.0, 6800.0, 6800.0, 6800.0, 6800.0, 6800.0, 6800.0, 6800.0, 6800.0, 6800.0, 6800.0, 6800.0, 6800.0]"
304,"[43196.72663092613, 43537.80655682087, 43513.361976742744, 43708.602941185236, 45389.41954821348, 46367.209700644016, 46386.16733983159, 47192.05286607146, 47180.65413504839, 47734.26660835743, 47799.99763593078, 49335.98958835006, 50124.69369933009, 49950.342851281166, 49746.30402624607]"
305,"[13350.0, 13350.0, 13350.0, 13988.038648664951, 15040.641647577286, 15583.144356012346, 15524.25625672564, 15887.25046146661, 15935.738453269005, 15986.094464031048, 16303.688135761768, 16328.642403203994, 17190.3394343704, 17718.249005824327, 17503.955005127937]"
306,"[665.0, 665.0, 672.4199097355207, 676.5065584828457, 688.1679486632347, 699.4676454315584, 711.0249919490889, 722.5740775444234, 733.9394440216322, 744.7043473770221, 756.522088624537, 766.6819263746341, 778.5676153817525, 788.7787885206442, 800.8762473963822]"
307,"[14064.779762228329, 14302.937820752462, 14305.795693993568, 14307.72891441981, 14307.752975821495, 14307.717457612356, 14294.196245074272, 14292.050220767656, 14345.396701792874, 14352.129924396673, 14614.262373944124, 14626.40840103229, 14633.07267218828, 15276.467334826786, 15317.043409869075]"
308,"[11806.151419878006, 11812.576534226537, 11812.762282788754, 11807.175934314728, 11955.164402723312, 12002.321906387806, 11917.68303513527, 11915.87078385055, 11972.551314160228, 11976.216603768991, 12061.345621477813, 12133.466553408653, 12137.801123317331, 12175.56163482368, 12378.946866840124]"
309,"[5280.0, 5280.0, 5280.0, 5280.0, 5280.0, 5280.0, 5280.0, 5280.0, 5280.0, 5280.0, 5280.0, 5280.0, 5280.0, 5280.0, 5280.0]"
310,"[5314.028161168098, 5313.917015314102, 5311.9969953894615, 5308.1650801301, 5313.497757196426, 5287.911410689354, 5315.630352258682, 5306.082536384463, 5316.491083025932, 5311.971505403519, 5299.358720004559, 5309.708898603915, 5307.6780256032935, 5316.195406965911, 5313.852660619188]"
311,"[1170.3106572187971, 1193.6131819337606, 1223.9328991621733, 1225.4329215735197, 1225.3948830068111, 1223.429897725582, 1294.2626957595348, 1360.1214342564344, 1347.8172942996025, 1302.2720584459603, 1366.8334076832978, 1315.2535538934171, 1255.5320626497269, 1280.7730699889362, 1247.870401199907]"
312,"[898.5185283422469, 899.3188590109347, 899.3804346561432, 899.4110846996307, 913.6317321240901, 924.4405262336134, 928.8416199110449, 932.0885725807399, 945.2231257480569, 956.7522236324846, 955.9857202269137, 964.8834921551868, 950.656943364814, 964.5261148102582, 976.1765091026201]"
313,"[5800.0, 5800.0, 5800.0, 5819.232437312603, 5895.11584661156, 5880.858788996936, 5886.694510288537, 5891.77186421305, 5898.213931933046, 5900.6127853542575, 5902.774442970754, 5926.294260188938, 5948.282448515296, 6000.04435274005, 6001.743513088673]"
314,"[5790.520122438669, 5786.028576463461, 5882.430274069309, 6047.755448997021, 6343.723043680191, 6334.068575799465, 6483.34365978837, 6518.290749447885, 6747.134210254997, 6783.499105244875, 7014.084249809384, 6998.760850366204, 7259.029795555398, 7375.562424108385, 7498.391938805579]"
315,"[6893.188876137137, 6892.893752455711, 6891.902437210082, 6893.871954903007, 6898.9247385412455, 6928.311488889158, 6926.159539334476, 6958.222947609611, 6962.546359589323, 7051.427778825164, 7033.343225419521, 7001.902911067009, 7035.763543359934, 7035.042187795043, 7060.294237211347]"
316,"[3100.1131477852664, 3098.545032163461, 3251.7592277427516, 3333.936111042897, 3462.660371085008, 3480.428986351937, 3627.052703976631, 3691.1856211341224, 3816.086889964839, 3784.4996367612234, 3945.7727330115936, 4026.6829482956477, 4165.444789619496, 4166.54930149205, 4295.895353057733]"
317,"[1735.4759580691655, 1777.5138696283104, 1824.2931801502903, 1849.260788872838, 1915.2293027887745, 1966.9003390346966, 1975.0468397438528, 1968.2854811797542, 1971.0628674278657, 2018.760084822153, 2032.731315366924, 2062.307624737422, 2078.421361965438, 2123.913101560747, 2145.917226404573]"
318,"[4305.161475102106, 4405.765362262726, 4417.011265357335, 4419.633744160334, 4419.821545521419, 4419.583078622818, 4418.821215232213, 4433.478658119838, 4438.595716238022, 4471.785318732262, 4472.879100993276, 4474.339216967423, 4475.023916274309, 4478.00037916253, 4530.415758212407]"
319,"[3105.0, 3105.0, 3120.148507585128, 3191.342329873393, 3219.4949596598744, 3224.3553935488067, 3233.890602042278, 3223.4403040191783, 3215.507716437181, 3193.7994544133544, 3199.2520856671035, 3180.985547189911, 3176.357925745348, 3190.419829445581, 3173.4327140549817]"
320,"[28000.0, 28000.0, 28000.0, 28000.0, 28000.0, 28000.0, 28000.0, 28000.0, 28351.613688468933, 28339.968406160675, 28587.015419763826, 28740.411428113777, 29429.91299716135, 28289.99412010113, 29248.761368791264]"
321,"[1620.0, 1620.0, 1620.0, 1641.5321912169456, 1641.6775125861168, 1640.5393798947334, 1641.570134986192, 1641.4984168820083, 1640.143567726016, 1637.3168001659214, 1634.3440085165203, 1637.293222606182, 1636.3056847453117, 1639.0783835053444, 1656.141862243414]"
322,"[17300.0, 17300.0, 17300.0, 17575.735841989517, 17558.153758794066, 17396.669930443168, 18067.458663880825, 19043.212107867002, 19370.251764450222, 19318.898816034198, 20924.30055204779, 22391.101045981046, 22950.21990254521, 22646.3967975229, 23681.203970760103]"
323,"[62700.0, 62700.0, 62700.0, 62735.70739666621, 63416.94873829683, 64117.538450558975, 65120.254999399185, 66181.10140949488, 67284.47678337495, 68374.50196961561, 69469.54398075739, 70579.91284877062, 71690.24665107329, 72781.05271667242, 73859.2164710164]"
324,"[5436.08222524325, 5438.953760306041, 5477.593470434348, 5481.2763560215635, 5539.600262542566, 5528.282667736213, 5610.025332570076, 5716.16179789106, 5862.854990541935, 5945.485980098446, 6010.831184570988, 5896.318237106006, 5821.933999451498, 5884.347036545475, 5820.6881373728]"
325,"[56175.86165994406, 56148.165542185314, 56720.66883191466, 58346.93313986063, 60611.385493725546, 59075.766895115376, 58190.884226597846, 60276.646736115224, 56662.48869508505, 58682.35769897699, 60225.66190481186, 61937.08943724632, 58452.93413043022, 58113.01503933966, 60518.29057611525]"
326,"[29350.0, 29350.0, 29350.0, 30839.94366725286, 32187.267849842705, 33537.41438090801, 33701.91851280009, 33919.261560589075, 34361.23780359825, 34311.41446381808, 33514.2048098147, 33877.55605702599, 35477.39191030462, 35107.846898244075, 34285.49431363741]"
327,"[916.9619771714011, 916.745333328843, 916.7539002274474, 916.8876244674126, 920.6079517714679, 926.9532347097993, 927.2534533863267, 925.8983606050411, 936.4639468987782, 934.62119756639, 945.092718373984, 944.556687341382, 957.088727487872, 955.6652315706015, 968.3143366873263]"
328,"[3973.2198176085953, 3984.1875594668095, 4067.963524041698, 4065.578695999459, 4063.546658087522, 4060.023158088327, 4058.283808188513, 4051.322436906165, 4049.505064720492, 4050.745851476211, 4054.875390320085, 4060.212189249695, 4062.0581012726766, 4058.1995734311645, 4050.736387234647]"
329,"[112000.0, 113560.68828701974, 113955.83116821946, 113928.85852567852, 115259.99003574254, 115385.01673862338, 115483.4611464292, 116121.96024470033, 117934.35273906217, 117511.83024682105, 116993.89034984635, 119197.70477954298, 120336.4780569449, 120137.79233284295, 121954.7224227339]"
330,"[4255.0, 4356.551220297813, 4353.637619664272, 4353.306732376417, 4347.591526120901, 4350.562269181013, 4385.841003482541, 4402.854018663367, 4415.312243660291, 4418.831512570381, 4409.772085949779, 4472.0669824381675, 4530.328238811344, 4495.791490767423, 4518.933656881253]"
331,"[2359.2139489452043, 2359.47860772411, 2383.129506272574, 2383.175136335194, 2377.169287117819, 2379.38156136622, 2385.1260809351998, 2380.6718762094774, 2387.6606941844025, 2385.286722915868, 2384.4543078169227, 2387.9450864593186, 2387.7754017338157, 2388.9884305993714, 2389.5514147977033]"
332,"[3010.0, 3010.0, 3010.0, 3010.0, 3010.0, 3010.0, 3010.0, 3010.0, 3010.0, 3010.0, 3010.0, 3010.0, 3010.0, 3010.0, 3010.0]"
333,"[2095.0, 2095.0, 2150.1864383419356, 2207.22990929087, 2269.5527630647025, 2273.609861920277, 2356.6410447160406, 2417.8289756874246, 2407.6174117972455, 2420.8503171851235, 2515.4070939968033, 2579.455877751112, 2467.110306513806, 2613.148636395733, 2688.0762053802614]"
334,"[39395.14000475407, 39375.07377177477, 39378.529978096485, 39373.36646825076, 39370.346620976925, 39376.8369743228, 39369.18552458286, 39368.55178564787, 39366.17001056671, 39346.64088487625, 39409.87091422081, 39364.6347373724, 39355.79554170371, 39347.312106490135, 39354.56316322088]"
335,"[1465.9709735284248, 1494.4367007325093, 1520.7984251985947, 1533.0489608009655, 1533.728735787173, 1560.0774806862075, 1583.8031259497006, 1587.375815186401, 1594.6378702080497, 1635.6972588722904, 1628.942472744733, 1631.9017588629697, 1679.0729502708339, 1685.0338353985921, 1681.1331408314716]"
336,"[5469.638819247484, 5549.413559526205, 5556.115500528365, 5549.091716885567, 5560.317408367991, 5541.549729287624, 5584.214444041252, 5546.469771236181, 5543.975307522342, 5544.100616335869, 5546.514039874077, 5667.512497659307, 5749.980853363872, 5779.493021607399, 5748.237469762564]"
337,"[13600.0, 13600.0, 13600.0, 13667.728023827076, 13699.571313833198, 13854.492666274307, 14058.37092096607, 14205.182940761248, 14208.831586216886, 14213.185468912125, 14411.95004510383, 14421.509883978093, 14219.308409557369, 14118.377516092733, 14143.031157016132]"
338,"[1422.8015780548255, 1451.0026069233816, 1491.522549485167, 1512.7077564100425, 1514.8733594737325, 1515.565996305396, 1558.5612701205537, 1556.2296449175726, 1573.9722090689468, 1636.9506458137184, 1647.8748644720763, 1646.657203687355, 1686.8997849927596, 1718.5489076018955, 1725.8133772624035]"
339,"[3596.243401507537, 3596.2276727457843, 3624.4683715229235, 3775.2934423983097, 3773.001770861447, 3896.6457337165875, 3898.4043993403516, 3967.9392972886562, 4208.732409047584, 4263.714505972962, 4346.155998537938, 4644.283759832382, 4797.337125147383, 4813.846978065869, 5027.178045732279]"
340,"[12700.0, 12715.49880784005, 12700.0, 12870.357650425285, 12879.749452881515, 12908.591624721883, 12966.697957925498, 13008.243511524051, 12995.03373093903, 12978.337597451173, 13041.505960247012, 13071.10963081941, 13139.034722652286, 13102.579417079687, 13184.440785180777]"
341,"[2505.6206095019975, 2505.540919840336, 2503.938716570536, 2517.417170733213, 2559.7123201986155, 2608.4528606832027, 2795.55476184686, 2797.004532451431, 2840.1603235403695, 2932.2348446448646, 2991.6970620155334, 2950.529238720735, 3205.933789630731, 3066.337545717756, 3078.6212815443673]"
342,"[33155.61162921289, 33155.71427240968, 33157.65212915838, 33240.545910503715, 33992.79711275672, 33998.679281069584, 33991.070404257625, 34304.580227651946, 34226.70225768661, 34550.28973210603, 34610.63242578219, 34716.40941144278, 34718.56640335793, 34796.29959596632, 35007.67003585895]"
343,"[1317.8697446237006, 1317.7511073897283, 1322.0842783649762, 1329.0767072327435, 1370.9097811890144, 1373.3678071441439, 1377.7440761650603, 1378.5935763875023, 1375.4024790010103, 1377.3158255436767, 1381.8636362021787, 1414.4574764588226, 1428.026331588626, 1424.3896730616689, 1424.9811158142984]"
344,"[13249.999999999998, 13379.680060843626, 13542.034686108429, 13525.299373393258, 13609.481921729943, 13976.891221106052, 13935.06555656592, 14142.004416386286, 14381.024244287983, 14249.9479042987, 14616.827240120618, 14771.366281372804, 15034.653812025985, 15250.659811558822, 14792.016960959882]"
345,"[5220.0, 5220.0, 5927.962103962898, 5496.328009838859, 5754.397745132446, 6520.15677022934, 6019.459456870953, 6769.499883060655, 8224.484596694509, 7218.73439190785, 7618.9995167553425, 8662.42621742189, 7655.8575167655945, 8469.213224669298, 8997.878988347948]"
346,"[69300.0, 69300.0, 69535.548017174, 69514.63053271174, 69829.71465882845, 71469.39461797476, 73470.6445980072, 75538.6172236999, 77170.92456633846, 77689.17845519881, 80331.23348812263, 81006.8389808635, 84113.52429917704, 84395.4597619921, 89002.77733867367]"
347,"[3600.0, 3600.0, 3600.0, 3602.2109546884894, 3604.2766490727663, 3608.2421948462725, 3612.4342079758644, 3610.910749673843, 3600.815314814448, 3617.499997086823, 3601.606310434639, 3621.722896426916, 3625.2414651904255, 3642.376178652048, 3680.187672585249]"
348,"[829.9999999999999, 829.9999999999999, 829.9999999999999, 849.9193940858046, 848.5792782207329, 850.1273687978585, 867.4037543237209, 870.2449603080748, 868.2436718940735, 899.0613892475764, 874.5973029534022, 835.325355256597, 896.9890685503682, 857.3231363693873, 883.625451306502]"
349,"[7360.000000000001, 7483.404007534186, 7548.445738663277, 7549.08216799299, 7646.356885333857, 7646.955051968496, 7768.069709072511, 7769.773720671734, 7868.788796807329, 7811.700816343228, 7924.10456442833, 7854.038404360414, 7950.9770789643135, 7935.5889066159725, 7838.956183801095]"
350,"[905.0, 905.0, 984.1315977275372, 1155.2403145730495, 1209.450506940484, 1211.09579962492, 1205.4790292978287, 1213.5104269757865, 1340.784759901464, 1471.6501080580056, 1550.0144287273288, 1612.8348037805408, 1541.8245313018558, 1543.9652896674816, 1669.444263341371]"
351,"[23900.0, 24099.785540302593, 24100.827863613762, 24098.222729166348, 24322.685937782127, 24308.94638836384, 24318.032292524975, 24301.2085283796, 24306.38538320859, 24298.249210119244, 24297.4643561244, 24286.707220176853, 24297.931888798874, 24310.726952453453, 24325.61548858881]"
352,"[5010.0, 5033.684241592884, 5032.60713416338, 5051.639974584182, 5073.654694696267, 5058.170619003475, 5050.830455538351, 5071.303865256408, 5073.799654553334, 5084.831743228559, 5088.523558959675, 5138.469176712136, 5123.396666082631, 5129.673127494131, 5147.9796576459585]"
353,"[650.0, 657.4994191279013, 657.4757520953814, 657.4410665333271, 657.4159680133065, 657.405912908415, 657.5603873009483, 657.6305859237909, 657.6237987279892, 657.2957037265102, 657.4484503244361, 657.3999145378668, 657.4026455680529, 657.5998399381837, 657.4183839683731]"
354,"[30049.999999999996, 30049.999999999996, 30241.34750165045, 30375.80046728253, 30375.80046728253, 30375.80046728253, 30375.80046728253, 31018.408930450678, 31018.408930450678, 31018.408930450678, 31018.408930450678, 31330.42197182774, 31740.79149112105, 31740.79149112105, 31740.79149112105]"
355,"[14541.529210334023, 14573.821547012776, 14786.963038404163, 14841.854324582964, 15292.898919681707, 15579.738734203082, 15452.104130964726, 16074.170884869527, 15725.547482583983, 17289.09426321586, 16534.14262421429, 18772.264229233067, 16812.781987364095, 20083.21787563463, 17507.092987770837]"
356,"[44189.12881901488, 44615.890854907535, 44277.42439036568, 44189.22729582215, 44363.871993590146, 44630.13515522083, 44465.19727036357, 44338.68840835057, 44341.7416267097, 44310.670937349394, 44275.558114921056, 44340.43760870893, 44318.74476460119, 44302.331625421844, 44800.28625602523]"
357,"[2593.654548581689, 2594.0647615864873, 2594.215888977051, 2593.9826650917526, 2594.0863612107933, 2594.1356790810823, 2594.481374397874, 2594.654801208526, 2593.49565314129, 2594.1019248589873, 2593.6948945000768, 2593.8304414600134, 2594.088826328516, 2593.850756436587, 2593.927831184119]"
358,"[696.0, 696.0, 705.1487860004107, 712.7406795720259, 721.0762035946051, 720.454063230753, 724.6241343985001, 725.1036172776172, 725.4036319325368, 726.7698475621642, 733.5422138350706, 734.3703156111142, 744.3050587732346, 740.7089279558587, 755.4249073647273]"
359,"[78100.0, 78100.0, 78100.0, 78100.0, 78100.0, 78697.50977461536, 78805.47681848207, 78562.15249086419, 79504.26346530516, 80359.43370848894, 79414.06889617443, 81824.12086198728, 78555.97110067804, 80623.63421782851, 80743.87757062912]"
360,"[2100.0, 2100.0, 2114.044082005819, 2113.8382829030356, 2161.424188454946, 2160.944177468618, 2172.88756163915, 2173.6728121439614, 2185.1363522211714, 2184.8855520884194, 2187.5735619862876, 2188.168297449748, 2219.1282817522683, 2221.200356324514, 2218.185183842977]"
361,"[40250.0, 40250.0, 40250.0, 40250.0, 40250.0, 40250.0, 40404.56549962361, 40325.12514478217, 40418.92433807254, 41358.596900862954, 42270.22255357355, 41393.76037679613, 41486.149108198784, 41501.68468981982, 42030.758366684124]"
362,"[423500.0, 423500.0, 423500.0, 423500.0, 423500.0, 423761.22404734296, 425950.20722635096, 427781.4497891193, 427958.3712252478, 428016.56487956643, 427730.78797354054, 429151.0828665303, 434234.70673846704, 432343.975912345, 430403.17938203615]"
363,"[4924.720715949932, 4930.91011109824, 4932.2857758924365, 4988.454980827868, 5009.800538547337, 5029.652011377116, 5023.063711903989, 5039.202077207466, 5050.419319878022, 5060.678962206778, 5085.669512884691, 5080.863459739834, 5132.855026191722, 5114.504593431328, 5106.034262030075]"
364,"[1934.6706285019718, 1933.6819736994803, 1932.2774138629436, 1933.4166605790458, 1932.323058293015, 1931.2148699641227, 1931.384272253327, 1941.4077195646862, 1963.1342410220457, 1976.477936656835, 1977.190372810513, 2002.3609243498806, 2002.0704677430292, 2036.6278737849248, 2044.0388546458137]"
365,"[4745.0, 4745.0, 4745.0, 4752.624117583036, 4780.237222633636, 4782.926488772035, 4931.667737775172, 5040.394211413339, 5033.07308974055, 5025.400795942173, 5024.228704718874, 5077.505510451893, 5076.339004755021, 5144.251158018286, 5249.226252470166]"
366,"[761.9301175634066, 771.762416267395, 781.8312311599652, 791.8934839437404, 806.1488177557786, 820.6328809936841, 828.7974099467198, 828.3102122059713, 838.2927638192971, 859.4229229455193, 870.4304420888424, 871.4703265676895, 887.681970413526, 899.8275871256988, 911.1192590375741]"
367,"[4850.0, 4850.0, 5089.845547278722, 5078.149467905362, 5160.476456483205, 5448.619038263957, 5347.44265417258, 5210.2910885214815, 5337.4384825925035, 5574.965964158376, 5672.615119119486, 5834.113053753973, 5703.554241557917, 6020.153010872504, 6252.32541958491]"
368,"[306.0, 340.4524285197258, 345.6729916890462, 340.0815823912621, 335.7281820992629, 325.1168493191401, 306.0, 306.0, 306.0, 381.36366270383195, 371.8320856908957, 328.96350548466046, 330.2024792174498, 321.2612155814965, 322.2438054203987]"
369,"[1025.0, 1025.0, 1025.0, 1041.7909331371388, 1025.0, 1025.0, 1025.0, 1025.0, 1028.3000850180786, 1025.0, 1029.7473751505215, 1025.0, 1026.38002595709, 1028.119223479492, 1027.1899243226894]"
370,"[62100.00000000001, 62100.00000000001, 62933.756383160755, 62929.75722620885, 62927.7379967769, 63122.52354676526, 63272.107467129834, 63251.08142611881, 63247.50843254228, 64322.8347807626, 64302.66561781368, 64276.05941476922, 65125.20979195834, 65067.95014565191, 65101.6119588539]"
371,"[3449.9999999999995, 3449.9999999999995, 3449.9999999999995, 3449.9999999999995, 3452.700092372174, 3453.1961980503593, 3453.3265529711102, 3453.338037301475, 3454.3623464995367, 3454.588113998528, 3455.0861220674897, 3454.9738597782944, 3455.184414093693, 3455.175430323928, 3455.0105663000913]"
372,"[2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0]"
373,"[6064.1212033331385, 6225.30986935397, 6221.644772370656, 6215.285109589497, 6200.720443854729, 6176.082864627241, 6215.939942851663, 6264.68233227233, 6394.347007821004, 6431.732305752734, 6502.850612570842, 6700.218380092332, 6506.096220458547, 6411.400465618818, 6557.053311528017]"
374,"[2830.0, 2830.0, 2842.3876915325723, 2839.5895750919976, 2836.8494018415613, 2836.6661549558244, 2881.3822974562645, 2831.4696630531303, 2863.430807878574, 2842.3844397986927, 2947.1491844331226, 2891.789526488632, 2863.9642107387385, 2864.601153065761, 2929.72396235168]"
375,"[26518.08163324992, 27090.786554316677, 27912.760343973834, 27879.94068145752, 28610.245651329555, 28699.61088021596, 28752.54822966953, 28785.135877331097, 29832.909957170483, 30809.549194971718, 29513.923641840614, 29829.101384083428, 33276.19681278864, 32178.883627057076, 31768.846449653305]"
376,"[1969.5306707819302, 1969.5053279399872, 2000.1412367622058, 2014.7748431364696, 2014.792327473561, 2026.5317350129285, 2024.4350898961227, 2046.1314617395399, 2038.902871241172, 2044.5275131464005, 2022.5719593514998, 2071.25620825092, 2080.0255520542464, 2085.362490236759, 2059.9877957204976]"
377,"[71400.0, 71400.0, 71400.0, 71400.0, 71400.0, 71400.0, 71400.0, 71400.0, 71400.0, 71400.0, 71400.0, 71400.0, 71400.0, 71400.0, 71400.0]"
378,"[3397.844053748995, 3487.1191906183963, 3487.080082334578, 3487.756584063173, 3487.6608141139154, 3487.805908210576, 3564.259729757905, 3569.340706188232, 3564.402557387948, 3567.020559767261, 3561.598960603588, 3685.2632054151036, 3688.0559167265897, 3722.2118586674337, 3681.1387754417956]"
379,"[4615.0, 5309.636827647686, 5383.74924964644, 5395.625007877126, 5393.284230358899, 5401.3368572928, 5388.503447433934, 5400.302093604579, 5387.779458926991, 5404.793234983459, 5373.416955414228, 6510.665254333056, 6486.075201897882, 6466.128297610907, 6465.193683853373]"
